Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,job_state,same_state,age,python_yn,R_yn,spark,aws,excel
"Senior Manager, Epidemiologic Data Scientist",$125K-$210K (Glassdoor est.),4,"Pfizer
4.0","New York, NY","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Not Available,125,210,167.5, NY,1,171,0,0,0,1,1
Corporate Risk Data Analyst (SQL Based) - Milwaukee or,$43K-$77K (Glassdoor est.),3.8,"Associated Banc-Corp
3.8","Green Bay, WI","Green Bay, WI",1001 to 5000 employees,1870,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),"Wells Fargo, BMO Harris Bank, U.S. Bank",43,77,60, WI,1,150,0,0,0,1,1
Lead Data Scientist,$139K-$221K (Glassdoor est.),3.9,"Zest AI
3.9","Burbank, CA","Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),Not Available,139,221,180, CA,1,11,1,0,0,0,1
"Marketing Data Analyst, May 2020 Undergrad",$44K-$86K (Glassdoor est.),3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",44,86,65, NY,1,18,0,0,0,0,1
Senior Data Engineer,$78K-$147K (Glassdoor est.),4.3,"Genesys
4.3","Durham, NC","Daly City, CA",5001 to 10000 employees,1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Avaya, Five9, Salesforce",78,147,112.5, NC,0,30,1,0,1,1,0
Senior Data Analyst,$65K-$110K (Glassdoor est.),1.9,"Moda Operandi
1.9","New York, NY","New York, NY",201 to 500 employees,2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),"YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",65,110,87.5, NY,1,10,1,0,0,0,1
Data Modeler - Data Solutions Engineer,$37K-$66K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Indianapolis, IN","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",37,66,51.5, IN,0,108,1,0,0,0,1
Associate Environmental Scientist - Wildlife Biologist,$38K-$64K (Glassdoor est.),4.7,"QK
4.7","Clovis, CA","Visalia, CA",51 to 200 employees,1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),Not Available,38,64,51, CA,0,48,0,0,0,0,1
"Associate, Data Science, Internal Audit",$43K-$82K (Glassdoor est.),3.1,"Santander
3.1","Boston, MA","Madrid, Spain",10000+ employees,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),Not Available,43,82,62.5, MA,0,164,1,0,0,0,1
Sr Data Engineer (Sr BI Developer),$90K-$110K(Employer est.),3.4,"Tivity Health
3.4","Chandler, AZ","Franklin, TN",501 to 1000 employees,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Not Available,90,110,100, AZ,0,39,0,0,0,0,0
Data Engineer,$61K-$109K (Glassdoor est.),4.4,"BRMi
4.4","Chantilly, VA","Washington, DC",51 to 200 employees,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Not Available,61,109,85, VA,0,16,1,0,1,1,0
Senior LiDAR Data Scientist,$93K-$151K (Glassdoor est.),3.9,"Luminar Technologies
3.9","Orlando, FL","Orlando, FL",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Not Available,93,151,122, FL,1,8,1,0,0,1,0
Salesforce Analytics Consultant,$52K-$81K (Glassdoor est.),3.9,"Emtec, Inc.
3.9","Chicago, IL","Jacksonville, FL",501 to 1000 employees,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Not Available,52,81,66.5, IL,0,25,1,0,0,0,0
"Technology-Minded, Data Professional Opportunities",$40K-$101K (Glassdoor est.),4.7,"Veterans United Home Loans
4.7","Columbia, MO","Columbia, MO",1001 to 5000 employees,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,Not Available,40,101,70.5, MO,1,18,0,0,1,0,1
Senior Data Engineer,$97K-$180K (Glassdoor est.),4.7,"Praetorian
4.7","Austin, TX","Austin, TX",51 to 200 employees,2010,Company - Private,Security Services,Business Services,$10 to $25 million (USD),Not Available,97,180,138.5, TX,1,10,1,0,1,0,0
Managing Data Scientist/ML Engineer,$81K-$134K (Glassdoor est.),3.4,"PA Consulting
3.4","Boston, MA","London, United Kingdom",1001 to 5000 employees,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",81,134,107.5, MA,0,77,0,0,1,0,1
"Scientist, Pharmacometrics",$84K-$157K (Glassdoor est.),3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA","Cambridge, MA",501 to 1000 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),Not Available,84,157,120.5, MA,1,12,0,0,0,0,0
Staff Scientist- Upstream PD,$49K-$113K (Glassdoor est.),2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),Not Available,49,113,81, MD,1,59,0,0,0,0,0
Scientist Manufacturing Pharma - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),3.1,"Reynolds American
3.1","Owensboro, KY","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Not Available,68,139,103.5, KY,0,145,0,0,0,0,0
Sr. Data Engineer,$75K-$140K (Glassdoor est.),3.4,"Echo Global Logistics
3.4","Chicago, IL","Chicago, IL",1001 to 5000 employees,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",75,140,107.5, IL,1,15,0,0,0,0,0
Lead Big Data Engineer,$121K-$203K (Glassdoor est.),4,"Glassdoor
4.0","San Francisco, CA","Mill Valley, CA",1001 to 5000 employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",121,203,162, CA,0,13,1,0,1,1,1
Product Engineer – Spatial Data Science and Statistical Analysis,$52K-$85K (Glassdoor est.),3.5,"Esri
3.5","Redlands, CA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,52,85,68.5, CA,1,51,1,0,1,0,1
Sr Software Engineer (Data Scientist),$81K-$140K (Glassdoor est.),3.4,"Assurant
3.4","Westlake, OH","New York, NY",10000+ employees,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",81,140,110.5, OH,0,42,0,0,0,0,1
College Hire - Data Scientist - Open to December 2019 Graduates,$63K-$99K (Glassdoor est.),3.7,"Caterpillar
3.7","Peoria, IL","Deerfield, IL",10000+ employees,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),"John Deere, Komatsu, CNH Industrial",63,99,81, IL,0,95,0,0,0,0,0
Senior Data Scientist,$110K-$150K(Employer est.),4.3,"Equity Residential
4.3","Chicago, IL","Chicago, IL",1001 to 5000 employees,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",110,150,130, IL,1,27,1,0,1,0,1
Sr. Data Engineer (ETL Developer),$83K-$148K (Glassdoor est.),3.7,"F&G
3.7","Des Moines, IA","Des Moines, IA",201 to 500 employees,Not available,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),Not Available,83,148,115.5, IA,1,Not Available,1,0,0,0,1
Senior Data Scientist Artificial Intelligence,$60K-$101K (Glassdoor est.),3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",60,101,80.5, WA,1,55,0,0,0,0,0
Analytics - Business Assurance Data Analyst,$31K-$55K (Glassdoor est.),4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),Not Available,31,55,43, IA,1,28,0,0,0,0,1
"Associate Director/Director, Safety Scientist",$102K-$178K (Glassdoor est.),4.4,"Acceleron Pharma
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Not Available,102,178,140, MA,1,17,0,0,0,0,1
"Senior Scientist, Cell Pharmacology/Assay Development",Employer Provided Salary:$110K-$130K,Not available,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,Not available,Company - Private,Not available,Not available,Unknown / Non-Applicable,Not Available,110,130,120, MA,0,Not Available,0,0,0,0,0
Data Analyst Senior,$48K-$85K (Glassdoor est.),3,"AmeriHealth Caritas
3.0","Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",48,85,66.5, PA,1,37,0,0,0,0,1
Lead Data Engineer (Python),$66K-$123K (Glassdoor est.),4.7,"Strategic Employment Partners
4.7","San Francisco, CA","Los Angeles, CA",51 to 200 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),Not Available,66,123,94.5, CA,0,14,1,0,0,1,0
Senior Data Scientist 4 Artificial Intelligence,$92K-$146K (Glassdoor est.),3.8,"PNNL
3.8","Seattle, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",92,146,119, WA,0,55,0,0,0,0,0
Medical Lab Scientist - MLT,$21-$29 Per Hour(Glassdoor est.),3.2,"Catholic Health Initiatives
3.2","Omaha, NE","Englewood, CO",10000+ employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",21,29,25, NE,0,24,0,0,0,0,0
"Senior Operations Data Analyst, Call Center Operations",$10-$17 Per Hour(Glassdoor est.),2.7,"FLEETCOR
2.7","Nashville, TN","Peachtree Corners, GA",5001 to 10000 employees,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),Not Available,10,17,13.5, TN,0,20,0,0,0,0,1
"Director II, Data Science - GRS Predictive Analytics",$150K-$239K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Chicago, IL","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",150,239,194.5, IL,0,108,1,0,0,0,0
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,$52K-$91K (Glassdoor est.),3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",52,91,71.5, TX,1,73,1,0,0,1,1
Geospatial Software Developer and Data Scientist,$82K-$129K(Employer est.),3.7,"Applied Research Laboratories
3.7","Austin, TX","Austin, TX",501 to 1000 employees,Not available,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Not Available,82,129,105.5, TX,1,Not Available,1,0,0,1,0
Senior Scientist - Toxicologist - Product Integrity (Stewardship),$47K-$101K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Not Available,47,101,74, NC,1,145,0,0,0,0,1
Systems Engineer II - Data Analyst,$49K-$76K (Glassdoor est.),3.7,"Raytheon
3.7","Huntsville, AL","Waltham, MA",10000+ employees,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Not Available,49,76,62.5, AL,0,98,0,0,0,0,1
Senior Research Analytical Scientist-Non-Targeted Analysis,$43K-$88K (Glassdoor est.),4.3,"RTI International
4.3","Durham, NC","Research Triangle Park, NC",1001 to 5000 employees,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",43,88,65.5, NC,0,62,0,0,0,0,0
Director Data Science,$124K-$199K (Glassdoor est.),3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Not Available,124,199,161.5, NJ,1,31,1,0,0,1,1
Sr Data Analyst - IT,$52K-$93K (Glassdoor est.),2.1,"United BioSource
2.1","Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",52,93,72.5, PA,1,17,0,0,0,0,1
Senior Data Engineer,$97K-$181K (Glassdoor est.),3.9,"Figure Eight
3.9","San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),Not Available,97,181,139, CA,1,12,1,0,0,1,1
Senior Data Engineer,$100K-$173K (Glassdoor est.),3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",100,173,136.5, CA,1,13,0,0,0,0,0
Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K (Glassdoor est.),3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",53,96,74.5, NY,1,18,1,0,1,0,0
Senior Scientist - Biostatistician,$65K-$96K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Not Available,65,96,80.5, NC,1,145,0,0,0,0,1
Data Scientist,$56K-$95K (Glassdoor est.),3.5,"Sartorius
3.5","Albuquerque, NM","Gottingen, Germany",5001 to 10000 employees,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),Not Available,56,95,75.5, NM,0,150,1,0,0,0,1
Data Scientist,$111K-$176K (Glassdoor est.),4.7,"1904labs
4.7","Saint Louis, MO","Saint Louis, MO",51 to 200 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Slalom, Daugherty Business Solutions",111,176,143.5, MO,1,4,1,0,1,0,0
Data Scientist,$75K-$127K (Glassdoor est.),5,"Royce Geospatial
5.0","Springfield, VA","Arlington, VA",51 to 200 employees,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),Not Available,75,127,101, VA,0,6,1,0,0,0,0
Data Engineer,$65K-$119K (Glassdoor est.),3.6,"MassMutual
3.6","Springfield, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Not Available,65,119,92, MA,1,169,1,0,1,0,1
Computational Chemist/Data Scientist,$56K-$97K (Glassdoor est.),3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",56,97,76.5, WA,1,55,1,0,0,0,0
Principal Data Scientist (Computational Chemistry),$108K-$173K (Glassdoor est.),4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City, UT","Salt Lake City, UT",51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),Not Available,108,173,140.5, UT,1,7,1,0,0,1,0
Data Scientist,$94K-$139K (Glassdoor est.),3.6,"Citi
3.6","Jersey City, NJ","New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Not Available,94,139,116.5, NJ,0,208,0,0,0,0,1
Principal Machine Learning Scientist,$176K-$289K (Glassdoor est.),4.7,"Sage Intacct
4.7","San Francisco, CA","San Jose, CA",501 to 1000 employees,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Not Available,176,289,232.5, CA,0,21,1,0,0,0,0
Data Scientist,$92K-$149K (Glassdoor est.),3.5,"Scale AI
3.5","San Francisco, CA","San Francisco, CA",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Not Available,92,149,120.5, CA,1,4,1,0,0,0,0
Product Engineer – Data Science,$63K-$101K (Glassdoor est.),3.5,"Esri
3.5","Arlington, VA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,63,101,82, VA,0,51,1,0,0,0,0
"Principal Scientist, Chemistry & Immunology",$54K-$115K (Glassdoor est.),3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Not Available,54,115,84.5, NY,1,6,0,0,0,0,0
Data Scientist,$118K-$188K (Glassdoor est.),2.7,"Change Healthcare
2.7","Emeryville, CA","Nashville, TN",10000+ employees,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,Not Available,118,188,153, CA,0,13,1,0,1,1,0
Data Scientist,$108K-$146K (Glassdoor est.),3.4,"MZ
3.4","Palo Alto, CA","Palo Alto, CA",501 to 1000 employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Not Available,108,146,127, CA,1,12,1,0,1,0,0
Data Scientist,$65K-$106K (Glassdoor est.),4.7,"HG Insights
4.7","Santa Barbara, CA","Santa Barbara, CA",51 to 200 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Not Available,65,106,85.5, CA,1,10,1,0,1,0,1
Data Scientist,$55K-$98K (Glassdoor est.),2.8,"1-800-FLOWERS.COM, Inc.
2.8","Carle Place, NY","Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),Not Available,55,98,76.5, NY,1,44,1,0,0,0,1
Data Scientist,$94K-$162K (Glassdoor est.),3.5,"CBS Interactive
3.5","New York, NY","San Francisco, CA",1001 to 5000 employees,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),"NBCUniversal, Comcast, Netflix",94,162,128, NY,0,28,1,0,1,0,0
Data Engineer,$63K-$120K (Glassdoor est.),3.2,"Numeric, LLC
3.2","King of Prussia, PA","Chadds Ford, PA",1 to 50 employees,Not available,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Not Available,63,120,91.5, PA,0,Not Available,1,0,1,1,1
"Scientist/Senior Scientist, Autoimmune",$90K-$179K (Glassdoor est.),4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Not Available,90,179,134.5, MA,1,7,0,0,0,0,0
Data Scientist,$127K-$202K (Glassdoor est.),3.3,"Samba TV
3.3","San Francisco, CA","San Francisco, CA",201 to 500 employees,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Not Available,127,202,164.5, CA,1,12,0,0,0,0,0
Software Engineer - Data Visualization,$60K-$127K (Glassdoor est.),4,"ClearEdge
4.0","Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),Not Available,60,127,93.5, MD,1,18,0,0,0,0,1
Market Data Analyst,$31K-$57K (Glassdoor est.),3.4,"SV Microwave
3.4","West Palm Beach, FL","West Palm Beach, FL",201 to 500 employees,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),Not Available,31,57,44, FL,1,29,0,0,0,0,0
Staff Data Engineer,$105K-$194K (Glassdoor est.),3.8,"Sumo Logic
3.8","Austin, TX","Redwood City, CA",501 to 1000 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Splunk, Datadog, Elastic",105,194,149.5, TX,0,10,0,0,1,1,0
Associate Data Engineer,$45K-$86K (Glassdoor est.),3.5,"EAB
3.5","Washington, DC","Washington, DC",1001 to 5000 employees,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,Not Available,45,86,65.5, DC,1,13,0,0,1,1,1
Data Engineer,$75K-$143K (Glassdoor est.),4.4,"SpringML
4.4","Herndon, VA","Pleasanton, CA",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Not Available,75,143,109, VA,0,5,1,0,1,0,0
Staff Data Engineer,$126K-$228K (Glassdoor est.),3.7,"Samsung Research America
3.7","Mountain View, CA","Mountain View, CA",1001 to 5000 employees,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"Sony, LG Electronics, Nokia",126,228,177, CA,1,32,1,0,1,1,0
Data Scientist,$80K-$134K (Glassdoor est.),4.7,"Systems & Technology Research
4.7","Arlington, VA","Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),Not Available,80,134,107, VA,0,10,1,0,1,0,1
Data Scientist,$120K-$189K (Glassdoor est.),4.1,"Netskope
4.1","Santa Clara, CA","Santa Clara, CA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock",120,189,154.5, CA,1,8,1,0,1,0,1
Data Scientist,$85K-$142K (Glassdoor est.),4,"Lorven Technologies Inc
4.0","Santa Clara, CA","Plainsboro, NJ",1 to 50 employees,Not available,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),Not Available,85,142,113.5, CA,0,Not Available,1,0,1,0,0
Senior Data Scientist,$95K-$154K (Glassdoor est.),3.5,"Brighthouse Financial
3.5","Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,Not Available,95,154,124.5, NC,1,3,1,0,1,0,1
Data Scientist,$111K-$176K (Glassdoor est.),2.5,"CareDx
2.5","Brisbane, CA","Brisbane, CA",1 to 50 employees,Not available,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Sequenom,111,176,143.5, CA,1,Not Available,1,0,0,0,1
Data Scientist,$87K-$140K (Glassdoor est.),3.9,"Serigor Inc.
3.9","San Francisco, CA","Baltimore, MD",1 to 50 employees,Not available,Company - Private,IT Services,Information Technology,Less than $1 million (USD),Not Available,87,140,113.5, CA,0,Not Available,1,0,0,0,0
Data Scientist,$76K-$127K (Glassdoor est.),3.4,"Leidos
3.4","Springfield, VA","Reston, VA",10000+ employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Not Available,76,127,101.5, VA,0,51,1,0,0,1,0
"Data Analyst, Performance Partnership",$54K-$92K (Glassdoor est.),3.6,"Beckman Coulter Diagnostics
3.6","New York, NY","Brea, CA",10000+ employees,1935,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Abbott Laboratories, Roche, Thermo Fisher Scientific",54,92,73, NY,0,85,0,0,0,1,1
Data Scientist,$61K-$100K (Glassdoor est.),3.5,"IHS Markit
3.5","New York, NY","London, United Kingdom",10000+ employees,2016,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),"Thomson Reuters, International Data Group",61,100,80.5, NY,0,4,1,0,0,1,0
Data Scientist,$81K-$140K (Glassdoor est.),Not available,ALIN,"New York, NY","Noida, India",Unknown,Not available,Company - Private,Not available,Not available,Unknown / Non-Applicable,Not Available,81,140,110.5, NY,0,Not Available,1,0,0,0,0
Staff BI and Data Engineer,$80K-$148K (Glassdoor est.),2.9,"Affinity Solutions
2.9","San Jose, CA","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",80,148,114, CA,0,22,1,0,1,0,0
Data Scientist,$108K-$171K (Glassdoor est.),3.5,"e-IT Professionals Corp.
3.5","Foster City, CA","Canton, MI",51 to 200 employees,Not available,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),Not Available,108,171,139.5, CA,0,Not Available,1,0,0,0,0
Data Scientist,$112K-$179K (Glassdoor est.),4.8,"TechProjects
4.8","New York, NY","North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Not Available,112,179,145.5, NY,0,9,1,0,0,0,1
Data Scientist,$63K-$111K (Glassdoor est.),4,"Biz2Credit Inc
4.0","New York, NY","New York, NY",201 to 500 employees,2007,Company - Private,Lending,Finance,$100 to $500 million (USD),"Fundera, Bond Street, OnDeck",63,111,87, NY,1,13,0,0,0,0,1
Data Scientist,$75K-$126K (Glassdoor est.),4.2,"PeoplesBank
4.2","Holyoke, MA","Holyoke, MA",201 to 500 employees,1885,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),Not Available,75,126,100.5, MA,1,135,0,0,0,0,1
Data Scientist Manager,$110K-$184K (Glassdoor est.),3.8,"Capgemini
3.8","New York, NY","Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria",110,184,147, NY,0,53,1,0,1,0,1
Data Engineer,$76K-$145K (Glassdoor est.),3.7,"GNY Insurance Companies
3.7","New York, NY","New York, NY",201 to 500 employees,1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),"Travelers, Chubb, Crum & Forster",76,145,110.5, NY,1,106,1,0,0,0,1
Marketing Data Analyst,$36K-$62K (Glassdoor est.),3.9,"Citadel Federal Credit Union
3.9","Exton, PA","Exton, PA",501 to 1000 employees,1937,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"TruMark Financial, North Island Credit Union, CommunityAmerica Credit Union",36,62,49, PA,1,83,1,0,0,0,0
Data Scientist,$70K-$118K (Glassdoor est.),4.6,"Conch Technologies, Inc
4.6","Waltham, MA","Memphis, TN",51 to 200 employees,Not available,Company - Private,Consulting,Business Services,$5 to $10 million (USD),Not Available,70,118,94, MA,0,Not Available,1,0,1,1,0
Senior Data Scientist,$94K-$153K (Glassdoor est.),4.3,"Medidata Solutions
4.3","New York, NY","New York, NY",1001 to 5000 employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),Oracle,94,153,123.5, NY,1,21,1,0,0,1,0
"Principal Scientist, Hematology",$54K-$115K (Glassdoor est.),3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Not Available,54,115,84.5, NY,1,6,0,0,0,0,0
